,Unnamed: 0.1,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
353,65015,65015.0,3BHR1mJOqn2UZyq98YKPgd,BLACKPINK,BORN PINK,Typa Girl,82.0,179172.0,True,0.918,0.585,7.0,-7.781,1.0,0.0889,0.0627,0.0,0.624,0.519,131.966,4.0,k-pop
354,51750,51750.0,2g6tReTlM2Akp41g0HaeXN,Kendrick Lamar;Blxst;Amanda Reifer,Mr. Morale & The Big Steppers,Die Hard,82.0,239026.0,True,0.775,0.736,1.0,-8.072,0.0,0.247,0.319,0.00116,0.127,0.362,100.988,4.0,hip-hop
362,20303,20303.0,3e9HZxeyfWwjeyPAMmWSSQ,Ariana Grande,"thank u, next","thank u, next",82.0,207320.0,True,0.717,0.653,1.0,-5.634,1.0,0.0658,0.229,0.0,0.101,0.412,106.966,4.0,dance
377,51150,51150.0,3B54sVLJ402zGa6Xm4YGNe,French Montana;Swae Lee,Jungle Rules,Unforgettable,82.0,233901.0,True,0.726,0.769,6.0,-5.043,1.0,0.123,0.0293,0.0101,0.104,0.733,97.985,4.0,hip-hop
379,3253,3253.0,64dLd6rVqDLtkXFYrEUHIU,Gorillaz;Tame Impala;Bootie Brown,New Gold (feat. Tame Impala and Bootie Brown),New Gold (feat. Tame Impala and Bootie Brown),82.0,215149.0,True,0.695,0.923,1.0,-3.93,0.0,0.0522,0.0425,0.0469,0.116,0.551,108.014,3.0,alternative
380,20404,20404.0,748mdHapucXQri7IAO8yFK,Doja Cat;SZA,Kiss Me More (feat. SZA),Kiss Me More (feat. SZA),82.0,208866.0,True,0.762,0.701,8.0,-3.541,1.0,0.0286,0.235,0.000158,0.123,0.742,110.968,4.0,dance
393,68605,68605.0,4fSIb4hdOQ151TILNsSEaF,Rauw Alejandro,Todo De Ti,Todo De Ti,82.0,199604.0,True,0.78,0.718,3.0,-3.605,0.0,0.0506,0.31,0.000163,0.0932,0.342,127.949,4.0,latino
397,37051,37051.0,4LwU4Vp6od3Sb08CsP99GC,Dr. Dre;Snoop Dogg,2001,The Next Episode,81.0,161506.0,True,0.922,0.909,10.0,-2.429,0.0,0.27,0.0281,0.0,0.0856,0.309,95.295,4.0,funk
404,53001,53001.0,5uEYRdEIh9Bo4fpjDd4Na9,Travis Scott;HVME,Goosebumps (Remix),Goosebumps - Remix,81.0,162802.0,True,0.841,0.593,1.0,-7.846,1.0,0.0379,0.418,0.0,0.124,0.808,124.917,4.0,house
406,87010,87010.0,2BJWxD8xKrDv8vneTvTIm9,Lil Tjay,Beat the Odds,Beat the Odds,81.0,150000.0,True,0.498,0.625,8.0,-7.452,0.0,0.342,0.054,0.0,0.175,0.478,84.821,4.0,r-n-b
407,51507,51507.0,1r8ZCjfrQxoy2wVaBUbpwg,The Kid LAROI,Thousand Miles,Thousand Miles,81.0,164781.0,True,0.376,0.657,7.0,-4.658,1.0,0.0768,0.0858,0.0,0.0884,0.203,80.565,4.0,hip-hop
408,87009,87009.0,6EbVuwU7EnKeF2hdpViXCH,Sleepy Hallow;347aidan,Die Young (feat. 347aidan),Die Young (feat. 347aidan),81.0,148816.0,True,0.808,0.582,11.0,-6.26,1.0,0.338,0.827,0.0,0.111,0.675,77.471,4.0,r-n-b
409,87008,87008.0,4XvcHTUfIlWfyJTRG0aqlo,Sleepy Hallow,Still Sleep?,2055,81.0,123986.0,True,0.829,0.512,6.0,-5.865,0.0,0.187,0.492,0.0,0.12,0.638,80.511,4.0,r-n-b
410,53064,53064.0,24Yi9hE78yPEbZ4kxyoXAI,SAINt JHN;Imanbek,Roses (Imanbek Remix),Roses - Imanbek Remix,81.0,176840.0,True,0.77,0.724,8.0,-5.484,1.0,0.0495,0.0167,0.0107,0.353,0.898,121.975,4.0,house
411,87000,87000.0,3J8EOeKLTLXORtWPpOU5bE,Lil Tjay;6LACK,Destined 2 Win,Calling My Phone,81.0,205458.0,True,0.907,0.393,4.0,-7.636,0.0,0.0539,0.451,1.35e-06,0.135,0.202,104.949,4.0,r-n-b
412,71377,71377.0,6TfBA04WJ3X1d1wXhaCFVT,The Offspring,"Rise And Fall, Rage And Grace","You're Gonna Go Far, Kid",81.0,177826.0,True,0.55,0.917,0.0,-3.159,1.0,0.0638,0.00428,0.0,0.197,0.601,126.115,4.0,metal
415,51600,51600.0,1fewSx2d5KIZ04wsooEBOz,Metro Boomin;Gunna,NOT ALL HEROES WEAR CAPES (Deluxe),Space Cadet (feat. Gunna),81.0,203266.0,True,0.901,0.464,5.0,-9.789,0.0,0.0645,0.368,1.71e-05,0.238,0.638,109.004,4.0,hip-hop
416,68952,68952.0,5RubKOuDoPn5Kj5TLVxSxY,Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,TE MUDASTE,81.0,130013.0,True,0.811,0.637,10.0,-4.835,0.0,0.0591,0.234,0.000572,0.118,0.471,92.025,4.0,latino
422,71002,71002.0,0WSa1sucoNRcEeULlZVQXj,Bring Me The Horizon,Sempiternal (Expanded Edition),Can You Feel My Heart,81.0,228146.0,True,0.15,0.859,4.0,-2.827,0.0,0.0595,0.00201,0.194,0.387,0.354,170.527,5.0,metal
426,51369,51369.0,7Ie9W94M7OjPoZVV216Xus,Eminem,Recovery,Not Afraid,81.0,248133.0,True,0.855,0.954,0.0,-1.19,0.0,0.264,0.529,0.0,0.205,0.668,114.635,5.0,hip-hop
430,20153,20153.0,6Im9k8u9iIzKMrmV7BWtlF,Ariana Grande,Positions,34+35,81.0,173710.0,True,0.83,0.585,0.0,-6.476,1.0,0.094,0.237,0.0,0.248,0.485,109.978,4.0,dance
434,33006,33006.0,4jvjzW7Hm0yK4LvvE0Paz9,Lil Peep;XXXTENTACION,"Come Over When You're Sober, Pt. 2",Falling Down - Bonus Track,81.0,196400.0,True,0.669,0.574,4.0,-6.442,0.0,0.0286,0.0175,0.00294,0.146,0.273,120.013,4.0,emo
445,20300,20300.0,4v7DCN09hgXkKazefkznDQ,Akon,Trouble Deluxe Edition,Lonely,81.0,235800.0,True,0.634,0.526,5.0,-7.881,0.0,0.0333,0.339,0.0,0.257,0.623,90.087,4.0,dance
452,11008,11008.0,4OSBTYWVwsQhGLF9NHvIbR,Adele,21,Rolling in the Deep,81.0,228093.0,True,0.73,0.769,8.0,-5.114,1.0,0.0298,0.138,0.0,0.0473,0.507,104.948,4.0,british
453,11015,11015.0,3FAclTFfvUuQYnEsptbK8w,Amy Winehouse,Back To Black (Deluxe Edition),Back To Black,81.0,241293.0,True,0.403,0.422,7.0,-13.964,0.0,0.0373,0.134,2.05e-05,0.0861,0.378,122.728,4.0,british
454,89842,89842.0,6e9Ew4AECYwY5Xgs2ZKMgp,Anuel AA,Mercedes Tintia,Mercedes Tintia,81.0,195348.0,True,0.815,0.67,11.0,-4.076,1.0,0.109,0.0902,0.000854,0.0973,0.768,172.014,4.0,reggaeton
458,31008,31008.0,3SErMoIKdRELto2OspGs5L,blackbear,dead,idfc,81.0,207026.0,True,0.718,0.422,4.0,-9.115,0.0,0.0621,0.0764,0.0,0.17,0.455,144.678,4.0,electro
459,19454,19454.0,7e89621JPkKaeDSTQ3avtg,Lynyrd Skynyrd,Second Helping (Expanded Edition),Sweet Home Alabama,81.0,283800.0,True,0.596,0.605,7.0,-12.145,1.0,0.0255,0.181,0.000331,0.0863,0.886,97.798,4.0,country
465,20302,20302.0,3uwnnTQcHM1rDqSfA4gQNz,Demi Lovato,Confident,Cool for the Summer,81.0,214739.0,True,0.583,0.61,5.0,-5.639,0.0,0.0382,0.00425,0.000105,0.14,0.336,114.06,4.0,dance
476,37152,37152.0,0Z2J91b2iTGLVTZC4fKgxf,2Pac;Outlawz,Greatest Hits,Hit 'Em Up - Single Version,81.0,312626.0,True,0.916,0.844,7.0,-3.967,1.0,0.236,0.0394,0.0,0.0778,0.586,95.19,4.0,funk
478,103402,103402.0,4osgfFTICMkcGbbigdsa53,Frank Ocean,Novacane,Novacane,81.0,302346.0,True,0.762,0.508,3.0,-9.112,1.0,0.0919,0.0584,0.00126,0.16,0.37,93.51,4.0,soul
479,20413,20413.0,2kQuhkFX7uSVepCD3h29g5,Akon;Eminem,Konvicted,Smack That,81.0,212360.0,True,0.939,0.742,5.0,-5.171,0.0,0.0467,0.321,0.0,0.107,0.924,118.978,4.0,dance
481,103200,103200.0,2ZWlPOoWh0626oTaHrnl2a,Frank Ocean,Blonde,Ivy,81.0,249191.0,True,0.575,0.386,9.0,-9.584,0.0,0.037,0.785,0.000289,0.229,0.466,116.408,4.0,soul
483,3005,3005.0,07MDkzWARZaLEdKxo6yArG,THE ANXIETY;WILLOW;Tyler Cole,THE ANXIETY,Meet Me At Our Spot,81.0,162680.0,True,0.773,0.47,2.0,-7.93,1.0,0.0299,0.0153,0.000193,0.0851,0.399,94.995,4.0,alternative
484,89605,89605.0,4MzXwWMhyBbmu6hOcLVD49,Bad Bunny;Jhay Cortez,EL ÚLTIMO TOUR DEL MUNDO,DÁKITI,80.0,205090.0,True,0.731,0.573,4.0,-10.059,0.0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,4.0,reggaeton
493,81776,81776.0,1I2MEjnS9c4OPMnKWbIuYs,BLACKPINK,BORN PINK,Hard to Love,80.0,162569.0,True,0.647,0.723,5.0,-6.214,1.0,0.0491,0.00503,0.0,0.176,0.443,105.001,4.0,pop
503,3507,3507.0,5W8YXBz9MTIDyrpYaCg2Ky,Papa Roach,Infest,Last Resort,80.0,199906.0,True,0.589,0.89,4.0,-3.719,0.0,0.0603,0.000481,0.00082,0.201,0.692,90.598,4.0,alternative
505,89726,89726.0,5B60XFKzm8WsJTdVyt4u4I,Myke Towers,Luces De Neón,Luces De Neón,80.0,219789.0,True,0.747,0.619,3.0,-6.009,1.0,0.0588,0.0865,2.03e-05,0.103,0.567,94.98,4.0,reggaeton
510,3617,3617.0,59WN2psjkt1tyaxjspN8fp,Rage Against The Machine,Rage Against The Machine - XX (20th Anniversary Special Edition),Killing In The Name,80.0,313573.0,True,0.466,0.833,7.0,-4.215,1.0,0.304,0.0266,0.0,0.0327,0.661,88.785,4.0,alternative
516,89404,89404.0,2BEcap3xJtmiPaHKyfQi4e,Rvssian;Rauw Alejandro;Chris Brown,Nostálgico,Nostálgico,80.0,209883.0,True,0.734,0.846,9.0,-3.425,0.0,0.0489,0.166,1.74e-06,0.235,0.604,98.026,4.0,reggaeton
526,99272,99272.0,6Z165JvPnS8PYvGW8oLGLc,Lauren Spencer Smith,Flowers,Flowers,80.0,157373.0,True,0.684,0.449,3.0,-9.738,1.0,0.611,0.869,0.0,0.0881,0.341,66.165,4.0,singer-songwriter
530,91913,91913.0,0bVtevEgtDIeRjCJbK3Lmv,Guns N' Roses,Appetite For Destruction,Welcome To The Jungle,80.0,272026.0,True,0.447,0.954,8.0,-8.069,1.0,0.0751,0.0235,0.403,0.298,0.331,123.453,4.0,rock
534,48003,48003.0,7KwZNVEaqikRSBSpyhXK2j,The Notorious B.I.G.,Life After Death (2014 Remastered Edition),Hypnotize - 2014 Remaster,80.0,229826.0,True,0.901,0.697,9.0,-3.439,1.0,0.28,0.145,0.0,0.287,0.67,93.941,4.0,hardcore
538,81954,81954.0,6jRq8gaZhMUyy5RclRPcAf,blackbear,everything means nothing,hot girl bummer,80.0,188343.0,True,0.782,0.559,6.0,-7.106,0.0,0.0767,0.125,0.0,0.385,0.685,129.992,1.0,pop
541,37220,37220.0,7iXF2W9vKmDoGAhlHdpyIa,Dr. Dre;Eminem,2001,Forgot About Dre,80.0,222293.0,True,0.924,0.74,8.0,-1.299,1.0,0.0774,0.0827,0.0,0.163,0.621,133.974,4.0,funk
546,51508,51508.0,27OeeYzk6klgBh83TSvGMA,The Kid LAROI,F*CK LOVE (SAVAGE),WITHOUT YOU,80.0,161384.0,True,0.662,0.413,0.0,-7.357,1.0,0.0299,0.213,0.0,0.134,0.467,93.005,4.0,hip-hop
548,37900,37900.0,4m1mqQuy34Nzh0480VR364,MC Kevin o Chris,Incendeia,Incendeia,80.0,239999.0,True,0.893,0.461,3.0,-5.708,0.0,0.422,0.713,0.0406,0.117,0.864,135.136,4.0,funk
549,89958,89958.0,2DEZmgHKAvm41k4J3R2E9Y,Bad Bunny;Jowell & Randy;Ñengo Flow,YHLQMDLG,Safaera,80.0,295176.0,True,0.607,0.829,2.0,-4.074,1.0,0.379,0.0103,0.0,0.107,0.685,96.172,4.0,reggaeton
551,91015,91015.0,68EkhVWIeULhHxcbi1QhzK,AJR,OK ORCHESTRA,World's Smallest Violin,80.0,180746.0,True,0.68,0.697,5.0,-7.01,1.0,0.0484,0.121,0.0,0.661,0.684,116.033,4.0,rock
570,20452,20452.0,5OCJzvD7sykQEKHH7qAC3C,Ariana Grande,Sweetener,God is a woman,80.0,197546.0,True,0.602,0.658,1.0,-5.934,1.0,0.0558,0.0233,6e-05,0.237,0.268,145.031,4.0,dance
574,103201,103201.0,7eqoqGkKwgOaWNNHx90uEZ,Frank Ocean,Blonde,Nights,80.0,307151.0,True,0.457,0.551,5.0,-9.36,0.0,0.167,0.427,1.15e-06,0.113,0.428,89.87,4.0,soul
578,33073,33073.0,2SabxRgV7VMc1LRHgw0HIo,Lil Peep;rainy bear,nuts (feat. rainy bear),nuts (feat. rainy bear),80.0,85360.0,True,0.576,0.741,2.0,-7.404,1.0,0.0356,0.00831,0.0,0.111,0.143,124.091,4.0,emo
588,68863,68863.0,30W8VKHrAZmHzObnwAoc1u,Mora;Sech,MICRODOSIS,TUS LÁGRIMAS,80.0,174482.0,True,0.683,0.714,1.0,-4.898,1.0,0.252,0.181,1e-06,0.111,0.448,173.963,4.0,latino
589,68953,68953.0,6NfrH0ANGmgBXyxgV2PeXt,Bad Bunny,YHLQMDLG,La Difícil,80.0,163084.0,True,0.685,0.848,8.0,-4.561,0.0,0.0858,0.0861,7.14e-06,0.0783,0.761,179.87,4.0,latino
592,86161,86161.0,4LJhJ6DQS7NwE7UKtvcM52,blink-182,Enema Of The State,What's My Age Again?,80.0,148360.0,True,0.391,0.951,6.0,-7.419,1.0,0.0692,0.0126,0.000378,0.0878,0.468,157.66,4.0,punk
598,20402,20402.0,0Ryd8975WihbObpp5cPW1t,Ariana Grande;Social House,boyfriend,boyfriend (with Social House),80.0,186106.0,True,0.4,0.795,10.0,-3.731,0.0,0.461,0.119,0.0,0.159,0.702,190.097,4.0,dance
599,20400,20400.0,6XHVuErjQ4XNm6nDPVCxVX,Chris Brown;Drake,Indigo,No Guidance (feat. Drake),80.0,260640.0,True,0.696,0.454,1.0,-6.756,0.0,0.153,0.123,0.0,0.155,0.136,92.928,4.0,dance
603,20353,20353.0,76cy1WJvNGJTj78UqeA5zr,Dua Lipa,Dua Lipa (Deluxe),IDGAF,80.0,217946.0,True,0.836,0.544,7.0,-5.975,1.0,0.0943,0.0403,0.0,0.0824,0.51,97.028,4.0,dance
607,81361,81361.0,08bNPGLD8AhKpnnERrAc6G,Marshmello;Anne-Marie,FRIENDS,FRIENDS,79.0,202620.0,True,0.626,0.88,9.0,-2.384,0.0,0.0504,0.205,0.0,0.128,0.534,95.079,4.0,pop
609,91766,91766.0,3YBZIN3rekqsKxbJc9FZko,Guns N' Roses,Appetite For Destruction,Paradise City,79.0,405640.0,True,0.273,0.952,11.0,-8.762,1.0,0.0843,0.0169,0.0111,0.142,0.472,100.271,4.0,rock
612,3001,3001.0,09gysnJpfQ3ublBmJDfcEC,Amaarae;Kali Uchis;Moliy,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),79.0,204763.0,True,0.87,0.523,1.0,-8.052,0.0,0.0602,0.433,2.07e-05,0.113,0.319,110.02,4.0,alternative
613,68804,68804.0,1FlL8ycld6uVDDyhV7P5FA,Rauw Alejandro,VICE VERSA,Cúrame,79.0,164705.0,True,0.765,0.625,9.0,-3.599,0.0,0.0548,0.584,0.00111,0.112,0.262,102.101,4.0,latino
622,37218,37218.0,3ia3dJETSOllPsv3LJkE35,2Pac;Roger;Dr. Dre,Greatest Hits,California Love - Original Version,79.0,284906.0,True,0.763,0.85,7.0,-3.052,1.0,0.0417,0.0304,1.21e-06,0.371,0.761,91.519,4.0,funk
632,48006,48006.0,2g8HN35AnVGIk7B8yMucww,The Notorious B.I.G.,Ready to Die (The Remaster),Big Poppa - 2005 Remaster,79.0,252746.0,True,0.78,0.575,9.0,-7.247,0.0,0.273,0.43,0.0,0.143,0.773,84.492,4.0,hardcore
641,68850,68850.0,5DxXgozhkPLgrbKFY91w0c,Bad Bunny,Vete,Vete,79.0,192024.0,True,0.886,0.672,1.0,-4.394,1.0,0.188,0.0363,8.78e-06,0.101,0.526,91.976,4.0,latino
643,37217,37217.0,5g9lS8deSIxItFBmZRC4vN,2Pac,All Eyez On Me,Ambitionz Az A Ridah,79.0,278386.0,True,0.801,0.91,2.0,-6.566,1.0,0.225,0.00239,0.000891,0.0737,0.805,87.277,4.0,funk
646,37202,37202.0,2Ih217RCGAmyQR68Nn7Cqo,Ice Cube,Lethal Injection,You Know How We Do It,79.0,232773.0,True,0.747,0.52,10.0,-10.523,0.0,0.0357,0.0977,0.0537,0.142,0.601,92.869,4.0,funk
647,31005,31005.0,6FZDfxM3a3UCqtzo5pxSLZ,Halsey,Manic,Without Me,79.0,201660.0,True,0.752,0.488,6.0,-7.05,1.0,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,4.0,electro
652,31007,31007.0,4DpNNXFMMxQEKl7r0ykkWA,Melanie Martinez,Cry Baby (Deluxe Edition),Play Date,79.0,179867.0,True,0.68,0.729,5.0,-5.077,1.0,0.0475,0.612,0.0,0.224,0.446,123.97,4.0,electro
660,56011,56011.0,5k38wzpLb15YgncyWdTZE4,G-Eazy;Halsey,The Beautiful & Damned,Him & I (with Halsey),79.0,268866.0,True,0.589,0.731,2.0,-6.343,1.0,0.0868,0.0534,0.0,0.308,0.191,87.908,4.0,indie-pop
668,68667,68667.0,4qGr8HmRjhdRoUCnLf82eM,Rvfv;Duki,Pantera,Pantera,79.0,181333.0,True,0.817,0.64,9.0,-4.397,0.0,0.1,0.254,0.0,0.197,0.398,90.011,4.0,latino
679,103000,103000.0,3yWF3DqFBNLvf7s4C7mKUm,Aaryan Shah,Renegade,Renegade,79.0,222576.0,True,0.551,0.561,9.0,-10.408,0.0,0.0559,0.509,0.367,0.369,0.207,103.118,4.0,soul
685,103151,103151.0,7t2bFihaDvhIrd2gn2CWJO,Ty Dolla $ign;The Weeknd;Wiz Khalifa;Mustard,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) [Remix]","Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix",79.0,242983.0,True,0.805,0.33,1.0,-8.712,0.0,0.1,0.22,0.0,0.105,0.211,121.97,4.0,soul
686,103150,103150.0,6Nle9hKrkL1wQpwNfEkxjh,Frank Ocean,Chanel,Chanel,79.0,210285.0,True,0.776,0.503,0.0,-5.732,0.0,0.237,0.874,0.0,0.112,0.473,110.134,4.0,soul
690,83012,83012.0,7fYRg3CEbk6rNCuzNzMT06,Calvin Harris;Dua Lipa;Young Thug,Potion (with Dua Lipa & Young Thug),Potion (with Dua Lipa & Young Thug),79.0,214459.0,True,0.824,0.697,11.0,-4.869,0.0,0.0473,0.158,4.11e-05,0.077,0.757,99.988,4.0,progressive-house
693,51452,51452.0,4UKCKdYiLN6IMA5ZESUTL7,XXXTENTACION,?,the remedy for a broken heart (why am I so in love),79.0,160184.0,True,0.699,0.304,1.0,-11.192,1.0,0.0993,0.779,0.000993,0.137,0.271,119.705,4.0,hip-hop
698,51205,51205.0,3Ofmpyhv5UAQ70mENzB277,Masked Wolf,Astronaut In The Ocean,Astronaut In The Ocean,79.0,132780.0,True,0.778,0.695,4.0,-6.865,0.0,0.0913,0.175,0.0,0.15,0.472,149.996,4.0,hip-hop
701,36278,36278.0,6OZwia8loN0aPS0vTvsBjR,Alonzo;Ninho;Naps,QUARTIERS NORD,TOUT VA BIEN (feat. Ninho & Naps),79.0,192960.0,True,0.66,0.72,3.0,-5.874,0.0,0.0753,0.301,0.0,0.226,0.628,99.937,4.0,french
708,57587,57587.0,45ROR8UMn60YEVQnDy0uVF,Cavetown,Animal Kingdom,Juliet,79.0,278991.0,True,0.546,0.586,6.0,-8.488,1.0,0.0313,0.00346,0.00114,0.0562,0.364,131.778,4.0,indie
711,51939,51939.0,1v7L65Lzy0j0vdpRjJewt1,Eminem,Just Lose It,"Lose Yourself - From ""8 Mile"" Soundtrack",79.0,322226.0,True,0.686,0.735,2.0,-4.616,1.0,0.264,0.00921,0.00066,0.342,0.0596,171.355,4.0,hip-hop
713,15054,15054.0,7ArVzlFsFsQXNseVXmdOyk,Denise Julia,NVMD,NVMD,79.0,181224.0,True,0.758,0.674,6.0,-4.533,1.0,0.108,0.0903,0.0,0.0902,0.424,97.977,4.0,chill
715,53301,53301.0,11kDth1aKUEUMq9r1pqyds,Travis Scott,ASTROWORLD,5% TINT,79.0,196138.0,True,0.712,0.481,4.0,-5.415,0.0,0.0487,0.173,0.0,0.241,0.062,140.0,4.0,house
717,87006,87006.0,1HvTxgCj0mTzQlEo0zLvFb,Lil Tjay,In My Head,In My Head,79.0,135264.0,True,0.684,0.545,1.0,-6.885,1.0,0.121,0.159,0.0,0.102,0.407,143.049,4.0,r-n-b
719,68906,68906.0,05bfbizlM5AX6Mf1RRyMho,Nio Garcia;J Balvin;Bad Bunny,AM Remix,AM Remix,79.0,261334.0,True,0.743,0.655,6.0,-5.015,0.0,0.159,0.114,0.0,0.0764,0.785,172.031,4.0,latino
721,89968,89968.0,5kqNIqFjijuzvVLhuY9B8j,Bad Bunny,YHLQMDLG,La Zona,79.0,136892.0,True,0.762,0.801,1.0,-3.661,0.0,0.0409,0.2,7.04e-05,0.254,0.81,93.992,4.0,reggaeton
723,20809,20809.0,3Dv1eDb0MEgF93GpLXlucZ,Doja Cat,Hot Pink,Say So,79.0,237893.0,True,0.787,0.673,11.0,-4.583,0.0,0.159,0.264,3.35e-06,0.0904,0.779,110.962,4.0,dance
725,51011,51011.0,6ZYxNjuAU9Vy3VtF6W1dtE,Shubh,We Rollin,We Rollin,79.0,199205.0,True,0.82,0.504,4.0,-9.113,0.0,0.141,0.261,7e-06,0.104,0.275,85.016,4.0,hip-hop
726,86055,86055.0,6nTiIhLmQ3FWhvrGafw2zj,Green Day,American Idiot,American Idiot,79.0,176346.0,True,0.38,0.988,1.0,-2.042,1.0,0.0639,2.64e-05,7.86e-05,0.368,0.769,186.113,4.0,punk
727,20853,20853.0,58q2HKrzhC3ozto2nDdN4z,Cardi B;Bad Bunny;J Balvin,Invasion of Privacy,I Like It,79.0,253390.0,True,0.816,0.726,5.0,-3.998,0.0,0.129,0.099,0.0,0.372,0.65,136.048,4.0,dance
729,89972,89972.0,704LUEih663hiE3CnyUrFW,KAROL G,SEJODIOTO,SEJODIOTO,79.0,181106.0,True,0.822,0.736,1.0,-3.969,1.0,0.15,0.157,0.000781,0.0748,0.679,175.93,4.0,reggaeton
744,85054,85054.0,2wVWGFVkL5I3JGsoWBx2AZ,blink-182,EDGING,EDGING,78.0,151533.0,True,0.606,0.905,5.0,-3.117,1.0,0.0518,0.0044,0.0,0.151,0.706,143.952,4.0,punk-rock
752,89976,89976.0,6AizmGCrFRQHru1Qf8WKoJ,Myke Towers;Jhay Cortez,Ande Con Quien Ande,Ande Con Quien Ande,78.0,208734.0,True,0.825,0.736,7.0,-5.55,1.0,0.0913,0.0822,0.0,0.158,0.508,92.028,4.0,reggaeton
754,33066,33066.0,0S0vWvyZ6Rc79TXkWxT9QA,Lil Peep,"Come Over When You're Sober, Pt. 1",Save That Shit,78.0,231546.0,True,0.534,0.583,2.0,-8.672,1.0,0.0288,0.0262,0.0,0.421,0.145,106.0,4.0,emo
757,65059,65059.0,6Ho58vQUjGnBU9m8Z6uNcv,BLACKPINK,BORN PINK,Tally,78.0,184248.0,True,0.693,0.606,7.0,-5.997,1.0,0.0308,0.00817,0.0,0.0942,0.447,129.942,4.0,k-pop
762,91803,91803.0,0uBdQzKghx88d2Lp8SLFKJ,The 1975,I'm In Love With You,I'm In Love With You,78.0,262623.0,True,0.668,0.902,2.0,-3.924,1.0,0.0386,0.169,8.74e-05,0.198,0.913,119.008,4.0,rock
772,88866,88866.0,4OAPnWJ3J5w4c4IBLh2chn,Daddy Yankee;El Alfa;Lil Jon,LEGENDADDY,BOMBÓN,78.0,182413.0,True,0.843,0.789,7.0,-2.801,1.0,0.247,0.0028,2.41e-05,0.0322,0.571,125.071,4.0,reggae
783,56064,56064.0,40YcuQysJ0KlGQTeGUosTC,G-Eazy;Bebe Rexha,When It's Dark Out,"Me, Myself & I",78.0,251466.0,True,0.756,0.674,0.0,-6.518,0.0,0.0959,0.0184,0.0,0.158,0.389,111.995,4.0,indie-pop
794,88801,88801.0,3V8UKqhEK5zBkBb6d6ub8i,Nio Garcia;Casper Magico;Bad Bunny;Darell;Ozuna;Nicky Jam,Te Boté (Remix),Te Boté - Remix,78.0,417920.0,True,0.903,0.675,11.0,-3.445,0.0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,4.0,reggae
812,33117,33117.0,4epHhc2lvhFYzMlKA23O3G,6ix9ine;Anuel AA,DUMMY BOY,MALA,78.0,206550.0,True,0.72,0.825,5.0,-3.627,0.0,0.0424,0.689,0.0,0.103,0.789,100.008,4.0,emo
815,103457,103457.0,22UDw8rSfLbUsaAGTXQ4Z8,Estelle;Kanye West,Shine,American Boy,78.0,284733.0,True,0.727,0.729,0.0,-2.99,1.0,0.326,0.171,0.0,0.07,0.512,117.932,4.0,soul
821,30218,30218.0,6Pgkp4qUoTmJIPn7ReaGxL,Avicii;Sandro Cavazza,AVĪCI (01),Without You (feat. Sandro Cavazza),78.0,181672.0,True,0.662,0.858,2.0,-4.844,1.0,0.0428,0.00163,0.0,0.0456,0.295,133.993,4.0,edm
826,51614,51614.0,6or1bKJiZ06IlK0vFvY75k,Eminem,The Marshall Mathers LP2 (Deluxe),Rap God,78.0,363521.0,True,0.708,0.843,7.0,-2.66,1.0,0.314,0.397,0.0,0.799,0.625,148.14,4.0,hip-hop
828,20701,20701.0,1IIKrJVP1C9N7iPtG6eOsK,Chris Brown;Young Thug,Slime & B,Go Crazy,78.0,176960.0,True,0.755,0.578,0.0,-8.932,0.0,0.145,0.316,0.0,0.25,0.581,94.148,4.0,dance
829,87012,87012.0,1dg3qy5DjoJodawfOCgrTP,Lil Tjay;Offset;Moneybagg Yo,Destined 2 Win,Run It Up (feat. Offset & Moneybagg Yo),78.0,232048.0,True,0.88,0.575,6.0,-6.091,1.0,0.163,0.415,0.0,0.109,0.671,120.031,4.0,r-n-b
838,31580,31580.0,6IbnUaczZBT34DhaD6S18F,MARINA,Electra Heart (Deluxe),Bubblegum Bitch,78.0,154666.0,True,0.495,0.856,0.0,-5.123,0.0,0.0311,0.000219,0.0,0.103,0.609,158.024,4.0,electro
844,20915,20915.0,4kV4N9D1iKVxx1KLvtTpjS,Ariana Grande,"thank u, next","break up with your girlfriend, i'm bored",78.0,190440.0,True,0.726,0.554,5.0,-5.29,0.0,0.0917,0.0421,0.0,0.106,0.335,169.999,4.0,dance
850,20405,20405.0,0PDUDa38GO8lMxLCRc4lL1,ZAYN,Mind Of Mine (Deluxe Edition),PILLOWTALK,78.0,202746.0,True,0.584,0.7,11.0,-4.275,1.0,0.0456,0.117,0.0,0.0939,0.438,124.944,4.0,dance
